id,Address,Response_Address,Response_X,Response_Y
67,彰化縣大村鄉村上村中山路二段三○○號,彰化縣大村鄉村上村1鄰中山路二段3之11號;彰化縣大村鄉村上村1鄰中山路二段68之1號;彰化縣大村鄉村上村1鄰中山路二段98之1號;彰化縣大村鄉村上村1鄰中山路二段139之1號;彰化縣大村鄉村上村1鄰中山路二段139之3號;彰化縣大村鄉村上村1鄰中山路二段139之5號;彰化縣大村鄉村上村1鄰中山路二段139之6號;彰化縣大村鄉村上村1鄰中山路二段139之7號;彰化縣大村鄉村上村1鄰中山路二段139之8號;彰化縣大村鄉村上村1鄰中山路二段139之9號;彰化縣大村鄉村上村1鄰中山路二段139之13號;彰化縣大村鄉村上村1鄰中山路二段139之15號;彰化縣大村鄉村上村1鄰中山路二段139之16號;彰化縣大村鄉村上村1鄰中山路二段139之17號;彰化縣大村鄉村上村1鄰中山路二段139之18號;彰化縣大村鄉村上村1鄰中山路二段139之19號;彰化縣大村鄉村上村1鄰中山路二段139之20號;彰化縣大村鄉村上村1鄰中山路二段139之23號;彰化縣大村鄉村上村1鄰中山路二段139之25號;彰化縣大村鄉村上村1鄰中山路二段139之27號;彰化縣大村鄉村上村1鄰中山路二段139之31號;彰化縣大村鄉村上村12鄰中山路二段177之1號;彰化縣大村鄉村上村12鄰中山路二段177之2號;彰化縣大村鄉村上村12鄰中山路二段177之3號;彰化縣大村鄉村上村12鄰中山路二段177之5號;彰化縣大村鄉村上村12鄰中山路二段177之6號;彰化縣大村鄉村上村12鄰中山路二段177之7號;彰化縣大村鄉村上村12鄰中山路二段177之8號;彰化縣大村鄉村上村12鄰中山路二段177之10號;彰化縣大村鄉村上村12鄰中山路二段177之12號;彰化縣大村鄉村上村12鄰中山路二段177之16號;彰化縣大村鄉村上村12鄰中山路二段177之18號;彰化縣大村鄉村上村8鄰中山路二段298之1號;彰化縣大村鄉村上村8鄰中山路二段298之2號;彰化縣大村鄉村上村8鄰中山路二段298之3號;彰化縣大村鄉村上村8鄰中山路二段298之5號,120.568858;120.569316;120.568014;120.566903;120.566387;120.566195;120.566612;120.566301;120.566174;120.566510;120.566308;120.566017;120.565887;120.565699;120.565585;120.565433;120.565384;120.565947;120.565840;120.565711;120.565588;120.566087;120.565980;120.566136;120.566181;120.565999;120.566275;120.566033;120.566072;120.566111;120.566140;120.566171;120.563434;120.563390;120.563330;120.563302,23.980960;23.982966;23.983688;23.983859;23.983694;23.983522;23.982699;23.983610;23.983079;23.983775;23.983977;23.983716;23.983858;23.983570;23.983458;23.983487;23.983313;23.983390;23.983301;23.983189;23.983052;23.985403;23.985347;23.985343;23.985286;23.985314;23.985188;23.985254;23.985195;23.985137;23.985085;23.985028;23.990558;23.990631;23.990720;23.990798
68,臺南市永康區鹽行里中正路301號,臺南市永康區塩行里9鄰中正路301號,120.244630,23.034185
69,臺中縣(舊)大甲鎮中山路一段一一九一號,臺中市大甲區頂店里17鄰中山路一段1191號,120.629656,24.355287
70,臺北市內湖區瑞光路550號10樓,臺北市內湖區西湖里13鄰瑞光路550號,121.567124,25.079707
71,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
72,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
73,新北市土城區中山路66號,新北市土城區沛陂里16鄰中山路66號,121.432296,24.970042
74,高雄縣(舊)橋頭鄉芋寮路三一七號,高雄市橋頭區芋寮里1鄰芋寮路317號,120.275104,22.763550
75,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
76,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
77,臺北市中山區敬業一路九十七號八樓,臺北市中山區成功里16鄰敬業一路97號,121.552048,25.082906
78,臺北市中山北路2段96號,臺北市中山區集英里7鄰中山北路二段96號,121.522663,25.059488
79,臺北市中山區中山北路二段113號8樓,臺北市中山區聚盛里1鄰中山北路二段113號,121.523260,25.060677
80,臺北市大安區忠孝東路四段285號13樓,臺北市大安區車層里5鄰忠孝東路四段285號,121.554152,25.041671
81,臺南縣(舊)永康市中正北路八三七號,臺南市永康區蔦松里9鄰中正北路837號,120.267193,23.050767
82,臺北市南港區南港路1段209號A棟9樓,臺北市南港區南港里4鄰南港路一段209號,121.611418,25.055045
83,臺北市南京東路二段六三號,臺北市中山區中吉里1鄰南京東路二段63號,121.530250,25.052256
84,高雄市大社區興工路4號,高雄市大社區三奶里15鄰興工路4號,120.341507,22.721490
85,新竹縣新埔鎮文山里二鄰關埔路水車頭段六二九號,新竹縣新埔鎮文山里2鄰關埔路水車頭段629號,121.065089,24.821962
86,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
87,臺北市大安區忠孝東路四段285號13樓,臺北市大安區車層里5鄰忠孝東路四段285號,121.554152,25.041671
88,臺中市南屯區寶山里工業區23路22號,臺中市南屯區寶山里17鄰工業區二十二路22號;臺中市南屯區寶山里17鄰工業區二十三路22號;臺中市南屯區寶山里17鄰工業區二十五路22號;臺中市南屯區寶山里17鄰工業區二十四路22號;臺中市南屯區寶山里17鄰工業區二十路22號;臺中市南屯區寶山里21鄰五權西路三段22號;臺中市南屯區寶山里25鄰寶山東二街22號;臺中市南屯區寶山里3鄰文山十街22號,120.604913;120.604622;120.601140;120.603007;120.607401;120.617466;120.616857;120.614873,24.159370;24.161736;24.160654;24.161627;24.157856;24.154096;24.152679;24.151698
89,桃園縣(舊)龜山鄉文化村文化二路188號,桃園市龜山區文化里19鄰文化二路188號,121.374448,25.048365
90,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
91,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
92,臺北市中山區南京東路２段２０６號１４樓,臺北市中山區朱園里1鄰南京東路二段206號,121.535844,25.051820
93,彰化縣福興鄉福工路二號,彰化縣福興鄉萬豐村2鄰福工路2號,120.487767,24.012251
94,臺中市中部科學工業園區科雅一路8號,找不到指定的門牌地址。,,
95,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
96,臺北市內湖區新明路八六巷一號一樓,臺北市內湖區石潭里16鄰新明路86巷1號,121.589690,25.059808
97,彰化縣黃厝村美港路215號,彰化縣大村鄉黃厝村20鄰美港路215號,120.574838,23.982876
98,臺北市內湖區行忠路二八巷一號五樓,臺北市內湖區湖元里18鄰行忠路28巷1號,121.577824,25.064929
99,臺北市南京東路五段99號10樓,臺北市松山區東光里24鄰南京東路五段99號,121.560470,25.051698
100,新竹市科學園區研發一路八號,找不到指定的門牌地址。,,
101,新竹市科學園區研發一路八號,找不到指定的門牌地址。,,
102,臺北縣(舊)新店市寶橋路235巷137號6樓,新北市新店區寶福里2鄰寶橋路235巷137號,121.552277,24.984233
103,桃園縣(舊)龜山鄉山鶯路157號,桃園市龜山區山頂里18鄰山鶯路157號,121.325738,24.988484
104,臺北市大安區忠孝東路四段一０七號六樓,臺北市大安區光武里1鄰忠孝東路四段107號,121.548290,25.041748
105,新竹市科學園區研發一路八號,找不到指定的門牌地址。,,
106,高雄縣(舊)大寮鄉大發工業區華東路三九號,找不到指定的門牌地址。,,
107,新北市土城區中山路66號,新北市土城區沛陂里16鄰中山路66號,121.432296,24.970042
108,臺中市中部科學工業園區科雅一路8號,找不到指定的門牌地址。,,
109,臺北縣(舊)新店市寶宏路十七之二一號,新北市新店區寶福里4鄰寶宏路3之1號;新北市新店區寶福里4鄰寶宏路5之1號;新北市新店區寶福里4鄰寶宏路6之1號;新北市新店區寶福里4鄰寶宏路11之1號,121.549233;121.549370;121.549066;121.549478,24.976653;24.976179;24.976713;24.975753
110,臺中市南屯區寶山里工業區23路22號,臺中市南屯區寶山里17鄰工業區二十二路22號;臺中市南屯區寶山里17鄰工業區二十三路22號;臺中市南屯區寶山里17鄰工業區二十五路22號;臺中市南屯區寶山里17鄰工業區二十四路22號;臺中市南屯區寶山里17鄰工業區二十路22號;臺中市南屯區寶山里21鄰五權西路三段22號;臺中市南屯區寶山里25鄰寶山東二街22號;臺中市南屯區寶山里3鄰文山十街22號,120.604913;120.604622;120.601140;120.603007;120.607401;120.617466;120.616857;120.614873,24.159370;24.161736;24.160654;24.161627;24.157856;24.154096;24.152679;24.151698
111,高雄市路竹區路科三路3號,高雄市路竹區北嶺里10鄰路科三路3號,120.258908,22.831503
112,新竹市東　區科學園區力行六路8號,找不到指定的門牌地址。,,
113,新竹市科學園區研發一路八號,找不到指定的門牌地址。,,
114,桃園縣(舊)蘆竹鄉大新路814巷91號,桃園市蘆竹區新莊里12鄰大新路814巷91號,121.241954,25.025779
115,臺中市大里區仁化路261號7樓,臺中市大里區仁德里1鄰仁化路261號,120.713602,24.093802
116,臺南縣(舊)永康市中正北路八三七號,臺南市永康區蔦松里9鄰中正北路837號,120.267193,23.050767
117,桃園市新南路一段376號,桃園市蘆竹區南崁里16鄰新南路一段376號,121.297156,25.040176
118,臺北市復興北路369號7樓之5,臺北市松山區民福里5鄰復興北路369號,121.544773,25.062448
119,臺北市南京東路三段16號4樓,臺北市中山區力行里28鄰南京東路三段16號,121.537587,25.051791
